"Nurse","Juliet"
"Tybalt","Juliet"
"Tybalt","Capulet"
"Juliet","Capulet"
"Friar Laurence","Juliet"
"Friar Laurence","Romeo"
"Romeo","Juliet"
"Capulet","Escalus"
"Capulet","Paris"
"Escalus","Paris"
"Escalus","Mercutio"
"Paris","Mercutio"
"Escalus","Montague"
"Romeo","Mercutio"
"Romeo","Montague"
"Romeo","Benvolio"
"Benvolio","Montague"
